89
78
68
58
48
38
28
17
7
-2
-11
-20
-29
-39
-48
-57
-67
-76
-85
-90
-80
-71
-62
-53
-44
-35
-26
-18
-10
-1
7
14
21
28
36
43
51
59
67
75
82
