166,100
138,176
140,176
138,174
144,172
160,172
180,170
212,170
254,166
294,164
324,164
354,164
380,164
408,164
432,164
448,164
458,164
467,164
472,164
474,164
470,164
464,164
454,164
440,164
422,163
400,162
374,164
346,164
322,164
292,166
256,166
224,168
202,170
178,170
162,172
148,172
144,168
138,172
140,176
138,176
140,176
